keyword,edited_text,is_euph,category,type,euph_status
less fortunate,"Moore, speaking at a ""Vote Now!"" picnic at Ben Brenman Park, highlighted her Northern Virginia connections-- she attended high @ @ @ @ @ @ @ @ @ @ her sister lives in the area. She and Obama both care about education, healthcare, job creation, the end of wars, equal pay for equal work, reproductive freedom and a responsibility to care for the <less fortunate>, she said. ",1,employment,less fortunate,always_euph
underprivileged,"Realistically, countries should not expect large immediate dividends in human development to result from democratic transitions. On the other hand, given suf'cient time, democracy should begin to yield important, tangible bene'ts to the <underprivileged> in society. In a world characterized by chronically short time horizons, the substantial political challenge is to allow democratic institutions the time necessary to realize these persistent but distal bene'ts. ",1,employment,underprivileged,always_euph
freedom fighters,A simple call from the leaders @ @ @ @ @ @ @ @ @ @ will enable political-free aid within 24 hours. The people at earthquake scenes like East Azerbaijan can only dream about such <freedom fighters>! Armand Vervaeck-- Founder Earthquake-Report.com,1,politics,freedom fighter,always_euph
venereal diseases,"My father, a doctor, has told me about all kinds of really sad cases of gay-bowel disease and other afflictions that we rarely hear discussed. People are all for showing the deterioration of the lungs caused by smoking, but what of all the <venereal diseases> caused by living as though sex is merely for recreation anywhere, with anyone, and anyway. It saddens me to know that the relative permissiveness toward homosexuality by the general population is probably hastened by the number of people who indulge in pornography in secret and @ @ @ @ @ @ @ @ @ @ The prohibitions and assertions for moral living given through faith aren't randomly made up.",1,sexual activity,venereal disease,always_euph
underdeveloped,"In technology there is a term ""early adopter"". The people that buy ridiculously overpriced and <underdeveloped> technology that pays the cost of R &D; and eventually allows companies to come out with a much improved iteration of the product at lower cost. I do wonder if US is the world's healthcare early adopter. ",0,politics,underdeveloped,sometimes_euph
sanitation workers,"When I asked Sunil Yadav, who is an essential worker during the pandemic, what had changed for <sanitation workers>, he said, ""Nothing, nobody cares. Here in Mumbai, sanitation workers travel three to four hours to reach their working place, nobody arranged transportation for us as they did for the doctors and other medical staff."" ",1,employment,sanitation worker,always_euph
exterminate,"It is important to understand the signs and symptoms of a bully in order to help the victim and the victimizer deal with and <exterminate> the behavior. @ @ @ @ @ @ @ @ @ @ bullying events. If you choose to make a formal complaint, you will be responsible for providing information should there be charges brought against the bully. ",0,politics,exterminate,sometimes_euph
mentally disabled,"The amendment initially sparked outrage when it became known that the exemption would cover victims of ""forcible rape "" and incest. This would mean that anyone whose rape is not considered "" forcible "" (for example, anyone who is physically or <mentally disabled>, or who was unconscious or under the influence of drugs or alcohol at the time) would still be required to contact the absent parent. Additionally, it would burden women in New Mexico with having to prove that their assault matched the state's definition of "" forced. "" If they could not do so, they would be required to contact their rapists for child support, in turn granting their abusers control over @ @ @ @ @ @ @ @ @ @ to keep terms such as "" forcible "" and "" legitimate"" from being used to categorize sexual abuse. ",1,physical/mental attributes,mentally disabled,always_euph
targeted killing,"He played a key role in decisions to carry out controversial strikes, including the Predator attacks last year that killed two U.S. citizens: the alleged al-Qaeda leader Anwar al-Awlaki and his teenage son. The Center for Constitutional Rights and the ACLU have filed a lawsuit charging senior CIA and military officials @ @ @ @ @ @ @ @ @ @ law when they authorized and directed drone strikes that resulted in these deaths as part of a broader practice of extrajudicial ""<targeted killing>"" by the United States outside the context of armed conflict.",1,politics,targeted killing,always_euph
inner city,"Again, context is king. This speech @ @ @ @ @ @ @ @ @ @ of <inner city> youth who had fought their way through crime and drugs to graduate. ",1,politics,inner city,always_euph
droppings,"Since there was nothing to stop things from falling into the house they would just try to clean up a lot. But this posed a real problem in the bedroom where bugs and other <droppings> from animals could really mess up your nice clean bed, so they found if they would make beds with big posts and hang a @ @ @ @ @ @ @ @ @ @ That's where those beautiful big 4 poster beds with canopies came from. ",1,bodily functions,droppings,always_euph
